scheme	src_ref	dst_ref	note
MT	Joel.3.2	Joel.2.29	empirical sequence alignment, gloss-validated
MT	Joel.3.3	Joel.2.30	empirical sequence alignment, gloss-validated
MT	Joel.3.4	Joel.2.31	empirical sequence alignment, gloss-validated
MT	Joel.3.5	Joel.2.32	empirical sequence alignment, gloss-validated
MT	Joel.4.1	Joel.3.1	empirical sequence alignment, gloss-validated
MT	Joel.4.10	Joel.3.10	empirical sequence alignment, gloss-validated
MT	Joel.4.11	Joel.3.11	empirical sequence alignment, gloss-validated
MT	Joel.4.12	Joel.3.12	empirical sequence alignment, gloss-validated
MT	Joel.4.13	Joel.3.13	empirical sequence alignment, gloss-validated
MT	Joel.4.14	Joel.3.14	empirical sequence alignment, gloss-validated
MT	Joel.4.15	Joel.3.15	empirical sequence alignment, gloss-validated
MT	Joel.4.16	Joel.3.16	empirical sequence alignment, gloss-validated
MT	Joel.4.17	Joel.3.17	empirical sequence alignment, gloss-validated
MT	Joel.4.18	Joel.3.18	empirical sequence alignment, gloss-validated
MT	Joel.4.19	Joel.3.19	empirical sequence alignment, gloss-validated
MT	Joel.4.2	Joel.3.2	empirical sequence alignment, gloss-validated
MT	Joel.4.20	Joel.3.20	empirical sequence alignment, gloss-validated
MT	Joel.4.21	Joel.3.21	empirical sequence alignment, gloss-validated
MT	Joel.4.3	Joel.3.3	empirical sequence alignment, gloss-validated
MT	Joel.4.4	Joel.3.4	empirical sequence alignment, gloss-validated
MT	Joel.4.5	Joel.3.5	empirical sequence alignment, gloss-validated
MT	Joel.4.6	Joel.3.6	empirical sequence alignment, gloss-validated
MT	Joel.4.7	Joel.3.7	empirical sequence alignment, gloss-validated
MT	Joel.4.8	Joel.3.8	empirical sequence alignment, gloss-validated
MT	Joel.4.9	Joel.3.9	empirical sequence alignment, gloss-validated
MT	Jonah.2.1	Jonah.1.17	empirical sequence alignment, gloss-validated
MT	Jonah.2.10	Jonah.2.9	empirical sequence alignment, gloss-validated
MT	Jonah.2.11	Jonah.2.10	empirical sequence alignment, gloss-validated
MT	Jonah.2.2	Jonah.2.1	empirical sequence alignment, gloss-validated
MT	Jonah.2.3	Jonah.2.2	empirical sequence alignment, gloss-validated
MT	Jonah.2.4	Jonah.2.3	empirical sequence alignment, gloss-validated
MT	Jonah.2.5	Jonah.2.4	empirical sequence alignment, gloss-validated
MT	Jonah.2.6	Jonah.2.5	empirical sequence alignment, gloss-validated
MT	Jonah.2.7	Jonah.2.6	empirical sequence alignment, gloss-validated
MT	Jonah.2.8	Jonah.2.7	empirical sequence alignment, gloss-validated
MT	Jonah.2.9	Jonah.2.8	empirical sequence alignment, gloss-validated
MT	Lev.5.20	Lev.6.1	empirical sequence alignment, gloss-validated
MT	Lev.5.21	Lev.6.2	empirical sequence alignment, gloss-validated
MT	Lev.5.22	Lev.6.3	empirical sequence alignment, gloss-validated
MT	Lev.5.23	Lev.6.4	empirical sequence alignment, gloss-validated
MT	Lev.5.24	Lev.6.5	empirical sequence alignment, gloss-validated
MT	Lev.5.25	Lev.6.6	empirical sequence alignment, gloss-validated
MT	Lev.5.26	Lev.6.7	empirical sequence alignment, gloss-validated
MT	Lev.6.1	Lev.6.8	empirical sequence alignment, gloss-validated
MT	Lev.6.10	Lev.6.17	empirical sequence alignment, gloss-validated
MT	Lev.6.11	Lev.6.18	empirical sequence alignment, gloss-validated
MT	Lev.6.12	Lev.6.19	empirical sequence alignment, gloss-validated
MT	Lev.6.13	Lev.6.20	empirical sequence alignment, gloss-validated
MT	Lev.6.14	Lev.6.21	empirical sequence alignment, gloss-validated
MT	Lev.6.15	Lev.6.22	empirical sequence alignment, gloss-validated
MT	Lev.6.16	Lev.6.23	empirical sequence alignment, gloss-validated
MT	Lev.6.17	Lev.6.24	empirical sequence alignment, gloss-validated
MT	Lev.6.18	Lev.6.25	empirical sequence alignment, gloss-validated
MT	Lev.6.19	Lev.6.26	empirical sequence alignment, gloss-validated
MT	Lev.6.2	Lev.6.9	empirical sequence alignment, gloss-validated
MT	Lev.6.20	Lev.6.27	empirical sequence alignment, gloss-validated
MT	Lev.6.21	Lev.6.28	empirical sequence alignment, gloss-validated
MT	Lev.6.22	Lev.6.29	empirical sequence alignment, gloss-validated
MT	Lev.6.23	Lev.6.30	empirical sequence alignment, gloss-validated
MT	Lev.6.3	Lev.6.10	empirical sequence alignment, gloss-validated
MT	Lev.6.4	Lev.6.11	empirical sequence alignment, gloss-validated
MT	Lev.6.5	Lev.6.12	empirical sequence alignment, gloss-validated
MT	Lev.6.6	Lev.6.13	empirical sequence alignment, gloss-validated
MT	Lev.6.7	Lev.6.14	empirical sequence alignment, gloss-validated
MT	Lev.6.8	Lev.6.15	empirical sequence alignment, gloss-validated
MT	Lev.6.9	Lev.6.16	empirical sequence alignment, gloss-validated
MT	Mal.3.19	Mal.4.1	empirical sequence alignment, gloss-validated
MT	Mal.3.20	Mal.4.2	empirical sequence alignment, gloss-validated
MT	Mal.3.21	Mal.4.3	empirical sequence alignment, gloss-validated
MT	Mal.3.22	Mal.4.4	empirical sequence alignment, gloss-validated
MT	Mal.3.23	Mal.4.5	empirical sequence alignment, gloss-validated
MT	Mal.3.24	Mal.4.6	empirical sequence alignment, gloss-validated
MT	Mic.4.14	Mic.5.1	empirical sequence alignment, gloss-validated
MT	Mic.5.1	Mic.5.2	empirical sequence alignment, gloss-validated
MT	Mic.5.10	Mic.5.11	empirical sequence alignment, gloss-validated
MT	Mic.5.11	Mic.5.12	empirical sequence alignment, gloss-validated
MT	Mic.5.12	Mic.5.13	empirical sequence alignment, gloss-validated
MT	Mic.5.13	Mic.5.14	empirical sequence alignment, gloss-validated
MT	Mic.5.14	Mic.5.15	empirical sequence alignment, gloss-validated
MT	Mic.5.2	Mic.5.3	empirical sequence alignment, gloss-validated
MT	Mic.5.3	Mic.5.4	empirical sequence alignment, gloss-validated
MT	Mic.5.4	Mic.5.5	empirical sequence alignment, gloss-validated
MT	Mic.5.5	Mic.5.6	empirical sequence alignment, gloss-validated
MT	Mic.5.6	Mic.5.7	empirical sequence alignment, gloss-validated
MT	Mic.5.7	Mic.5.8	empirical sequence alignment, gloss-validated
MT	Mic.5.8	Mic.5.9	empirical sequence alignment, gloss-validated
MT	Mic.5.9	Mic.5.10	empirical sequence alignment, gloss-validated
MT	Nah.2.1	Nah.1.15	empirical sequence alignment, gloss-validated
MT	Nah.2.10	Nah.2.9	empirical sequence alignment, gloss-validated
MT	Nah.2.11	Nah.2.10	empirical sequence alignment, gloss-validated
MT	Nah.2.12	Nah.2.11	empirical sequence alignment, gloss-validated
MT	Nah.2.13	Nah.2.12	empirical sequence alignment, gloss-validated
MT	Nah.2.14	Nah.2.13	empirical sequence alignment, gloss-validated
MT	Nah.2.2	Nah.2.1	empirical sequence alignment, gloss-validated
MT	Nah.2.3	Nah.2.2	empirical sequence alignment, gloss-validated
MT	Nah.2.4	Nah.2.3	empirical sequence alignment, gloss-validated
MT	Nah.2.5	Nah.2.4	empirical sequence alignment, gloss-validated
MT	Nah.2.6	Nah.2.5	empirical sequence alignment, gloss-validated
MT	Nah.2.7	Nah.2.6	empirical sequence alignment, gloss-validated
MT	Nah.2.8	Nah.2.7	empirical sequence alignment, gloss-validated
MT	Nah.2.9	Nah.2.8	empirical sequence alignment, gloss-validated
MT	Neh.10.1	Neh.9.38	empirical DP alignment (shift), gloss-validated
MT	Neh.10.10	Neh.10.9	empirical DP alignment (shift), gloss-validated
MT	Neh.10.11	Neh.10.10	empirical DP alignment (shift), gloss-validated
MT	Neh.10.12	Neh.10.11	empirical DP alignment (shift), gloss-validated
MT	Neh.10.13	Neh.10.12	empirical DP alignment (shift), gloss-validated
MT	Neh.10.14	Neh.10.13	empirical DP alignment (shift), gloss-validated
MT	Neh.10.15	Neh.10.14	empirical DP alignment (shift), gloss-validated
MT	Neh.10.16	Neh.10.15	empirical DP alignment (shift), gloss-validated
MT	Neh.10.17	Neh.10.16	empirical DP alignment (shift), gloss-validated
MT	Neh.10.18	Neh.10.17	empirical DP alignment (shift), gloss-validated
MT	Neh.10.19	Neh.10.18	empirical DP alignment (shift), gloss-validated
MT	Neh.10.2	Neh.10.1	empirical DP alignment (shift), gloss-validated
MT	Neh.10.20	Neh.10.19	empirical DP alignment (shift), gloss-validated
MT	Neh.10.21	Neh.10.20	empirical DP alignment (shift), gloss-validated
MT	Neh.10.22	Neh.10.21	empirical DP alignment (shift), gloss-validated
MT	Neh.10.23	Neh.10.22	empirical DP alignment (shift), gloss-validated
MT	Neh.10.24	Neh.10.23	empirical DP alignment (shift), gloss-validated
MT	Neh.10.25	Neh.10.24	empirical DP alignment (shift), gloss-validated
MT	Neh.10.26	Neh.10.25	empirical DP alignment (shift), gloss-validated
MT	Neh.10.27	Neh.10.26	empirical DP alignment (shift), gloss-validated
MT	Neh.10.28	Neh.10.27	empirical DP alignment (shift), gloss-validated
MT	Neh.10.29	Neh.10.28	empirical DP alignment (shift), gloss-validated
MT	Neh.10.3	Neh.10.2	empirical DP alignment (shift), gloss-validated
MT	Neh.10.30	Neh.10.29	empirical DP alignment (shift), gloss-validated
MT	Neh.10.31	Neh.10.30	empirical DP alignment (shift), gloss-validated
MT	Neh.10.32	Neh.10.31	empirical DP alignment (shift), gloss-validated
MT	Neh.10.33	Neh.10.32	empirical DP alignment (shift), gloss-validated
MT	Neh.10.34	Neh.10.33	empirical DP alignment (shift), gloss-validated
MT	Neh.10.35	Neh.10.34	empirical DP alignment (shift), gloss-validated
MT	Neh.10.36	Neh.10.35	empirical DP alignment (shift), gloss-validated
MT	Neh.10.37	Neh.10.36	empirical DP alignment (shift), gloss-validated
MT	Neh.10.38	Neh.10.37	empirical DP alignment (shift), gloss-validated
MT	Neh.10.39	Neh.10.38	empirical DP alignment (shift), gloss-validated
MT	Neh.10.4	Neh.10.3	empirical DP alignment (shift), gloss-validated
MT	Neh.10.40	Neh.10.39	empirical DP alignment (shift), gloss-validated
MT	Neh.10.5	Neh.10.4	empirical DP alignment (shift), gloss-validated
MT	Neh.10.6	Neh.10.5	empirical DP alignment (shift), gloss-validated
MT	Neh.10.7	Neh.10.6	empirical DP alignment (shift), gloss-validated
MT	Neh.10.8	Neh.10.7	empirical DP alignment (shift), gloss-validated
MT	Neh.10.9	Neh.10.8	empirical DP alignment (shift), gloss-validated
MT	Neh.3.33	Neh.4.1	empirical DP alignment (shift), gloss-validated
MT	Neh.3.34	Neh.4.2	empirical DP alignment (shift), gloss-validated
MT	Neh.3.35	Neh.4.3	empirical DP alignment (shift), gloss-validated
MT	Neh.3.36	Neh.4.4	empirical DP alignment (shift), gloss-validated
MT	Neh.3.37	Neh.4.5	empirical DP alignment (shift), gloss-validated
MT	Neh.3.38	Neh.4.6	empirical DP alignment (shift), gloss-validated
MT	Neh.4.1	Neh.4.7	empirical DP alignment (shift), gloss-validated
MT	Neh.4.10	Neh.4.16	empirical DP alignment (shift), gloss-validated
MT	Neh.4.11	Neh.4.17	empirical DP alignment (shift), gloss-validated
MT	Neh.4.12	Neh.4.18	empirical DP alignment (shift), gloss-validated
MT	Neh.4.13	Neh.4.19	empirical DP alignment (shift), gloss-validated
MT	Neh.4.14	Neh.4.20	empirical DP alignment (shift), gloss-validated
MT	Neh.4.15	Neh.4.21	empirical DP alignment (shift), gloss-validated
MT	Neh.4.16	Neh.4.22	empirical DP alignment (shift), gloss-validated
MT	Neh.4.17	Neh.4.23	empirical DP alignment (shift), gloss-validated
MT	Neh.4.2	Neh.4.8	empirical DP alignment (shift), gloss-validated
MT	Neh.4.3	Neh.4.9	empirical DP alignment (shift), gloss-validated
MT	Neh.4.4	Neh.4.10	empirical DP alignment (shift), gloss-validated
MT	Neh.4.5	Neh.4.11	empirical DP alignment (shift), gloss-validated
MT	Neh.4.6	Neh.4.12	empirical DP alignment (shift), gloss-validated
MT	Neh.4.7	Neh.4.13	empirical DP alignment (shift), gloss-validated
MT	Neh.4.8	Neh.4.14	empirical DP alignment (shift), gloss-validated
MT	Neh.4.9	Neh.4.15	empirical DP alignment (shift), gloss-validated
MT	Neh.7.67	Neh.7.68	empirical DP alignment (split:second), gloss-validated overlap=0.33
MT	Neh.7.68	Neh.7.69	empirical DP alignment (shift), gloss-validated
MT	Neh.7.69	Neh.7.70	empirical DP alignment (shift), gloss-validated
MT	Neh.7.70	Neh.7.71	empirical DP alignment (shift), gloss-validated
MT	Neh.7.71	Neh.7.72	empirical DP alignment (shift), gloss-validated
MT	Neh.7.72	Neh.7.73	empirical DP alignment (shift), gloss-validated
MT	Num.17.1	Num.16.36	empirical DP alignment (shift), gloss-validated
MT	Num.17.10	Num.16.45	empirical DP alignment (shift), gloss-validated
MT	Num.17.11	Num.16.46	empirical DP alignment (shift), gloss-validated
MT	Num.17.12	Num.16.47	empirical DP alignment (shift), gloss-validated
MT	Num.17.13	Num.16.48	empirical DP alignment (shift), gloss-validated
MT	Num.17.14	Num.16.49	empirical DP alignment (shift), gloss-validated
MT	Num.17.15	Num.16.50	empirical DP alignment (shift), gloss-validated
MT	Num.17.16	Num.17.1	empirical DP alignment (shift), gloss-validated
MT	Num.17.17	Num.17.2	empirical DP alignment (shift), gloss-validated
MT	Num.17.18	Num.17.3	empirical DP alignment (shift), gloss-validated
MT	Num.17.19	Num.17.4	empirical DP alignment (shift), gloss-validated
MT	Num.17.2	Num.16.37	empirical DP alignment (shift), gloss-validated
MT	Num.17.20	Num.17.5	empirical DP alignment (shift), gloss-validated
MT	Num.17.21	Num.17.6	empirical DP alignment (shift), gloss-validated
MT	Num.17.22	Num.17.7	empirical DP alignment (shift), gloss-validated
MT	Num.17.23	Num.17.8	empirical DP alignment (shift), gloss-validated
MT	Num.17.24	Num.17.9	empirical DP alignment (shift), gloss-validated
MT	Num.17.25	Num.17.10	empirical DP alignment (shift), gloss-validated
MT	Num.17.26	Num.17.11	empirical DP alignment (shift), gloss-validated
MT	Num.17.27	Num.17.12	empirical DP alignment (shift), gloss-validated
MT	Num.17.28	Num.17.13	empirical DP alignment (shift), gloss-validated
MT	Num.17.3	Num.16.38	empirical DP alignment (shift), gloss-validated
MT	Num.17.4	Num.16.39	empirical DP alignment (shift), gloss-validated
MT	Num.17.5	Num.16.40	empirical DP alignment (shift), gloss-validated
MT	Num.17.6	Num.16.41	empirical DP alignment (shift), gloss-validated
MT	Num.17.7	Num.16.42	empirical DP alignment (shift), gloss-validated
MT	Num.17.8	Num.16.43	empirical DP alignment (shift), gloss-validated
MT	Num.17.9	Num.16.44	empirical DP alignment (shift), gloss-validated
MT	Num.25.19	Num.26.1	empirical residual merge, overlap=0.67
MT	Num.30.1	Num.29.40	empirical DP alignment (shift), gloss-validated
MT	Num.30.10	Num.30.9	empirical DP alignment (shift), gloss-validated
MT	Num.30.11	Num.30.10	empirical DP alignment (shift), gloss-validated
MT	Num.30.12	Num.30.11	empirical DP alignment (shift), gloss-validated
MT	Num.30.13	Num.30.12	empirical DP alignment (shift), gloss-validated
MT	Num.30.14	Num.30.13	empirical DP alignment (shift), gloss-validated
MT	Num.30.15	Num.30.14	empirical DP alignment (shift), gloss-validated
MT	Num.30.16	Num.30.15	empirical DP alignment (shift), gloss-validated
MT	Num.30.17	Num.30.16	empirical DP alignment (shift), gloss-validated
MT	Num.30.2	Num.30.1	empirical DP alignment (shift), gloss-validated
MT	Num.30.3	Num.30.2	empirical DP alignment (shift), gloss-validated
MT	Num.30.4	Num.30.3	empirical DP alignment (shift), gloss-validated
MT	Num.30.5	Num.30.4	empirical DP alignment (shift), gloss-validated
MT	Num.30.6	Num.30.5	empirical DP alignment (shift), gloss-validated
MT	Num.30.7	Num.30.6	empirical DP alignment (shift), gloss-validated
MT	Num.30.8	Num.30.7	empirical DP alignment (shift), gloss-validated
MT	Num.30.9	Num.30.8	empirical DP alignment (shift), gloss-validated
MT	Rev.12.18	Rev.12.17	empirical residual merge, overlap=0.50
MT	Song.7.1	Song.6.13	empirical sequence alignment, gloss-validated
MT	Song.7.10	Song.7.9	empirical sequence alignment, gloss-validated
MT	Song.7.11	Song.7.10	empirical sequence alignment, gloss-validated
MT	Song.7.12	Song.7.11	empirical sequence alignment, gloss-validated
MT	Song.7.13	Song.7.12	empirical sequence alignment, gloss-validated
MT	Song.7.14	Song.7.13	empirical sequence alignment, gloss-validated
MT	Song.7.2	Song.7.1	empirical sequence alignment, gloss-validated
MT	Song.7.3	Song.7.2	empirical sequence alignment, gloss-validated
MT	Song.7.4	Song.7.3	empirical sequence alignment, gloss-validated
MT	Song.7.5	Song.7.4	empirical sequence alignment, gloss-validated
MT	Song.7.6	Song.7.5	empirical sequence alignment, gloss-validated
MT	Song.7.7	Song.7.6	empirical sequence alignment, gloss-validated
MT	Song.7.8	Song.7.7	empirical sequence alignment, gloss-validated
MT	Song.7.9	Song.7.8	empirical sequence alignment, gloss-validated
MT	Zech.2.1	Zech.1.18	empirical sequence alignment, gloss-validated
MT	Zech.2.10	Zech.2.6	empirical sequence alignment, gloss-validated
MT	Zech.2.11	Zech.2.7	empirical sequence alignment, gloss-validated
MT	Zech.2.12	Zech.2.8	empirical sequence alignment, gloss-validated
MT	Zech.2.13	Zech.2.9	empirical sequence alignment, gloss-validated
MT	Zech.2.14	Zech.2.10	empirical sequence alignment, gloss-validated
MT	Zech.2.15	Zech.2.11	empirical sequence alignment, gloss-validated
MT	Zech.2.16	Zech.2.12	empirical sequence alignment, gloss-validated
MT	Zech.2.17	Zech.2.13	empirical sequence alignment, gloss-validated
MT	Zech.2.2	Zech.1.19	empirical sequence alignment, gloss-validated
MT	Zech.2.3	Zech.1.20	empirical sequence alignment, gloss-validated
MT	Zech.2.4	Zech.1.21	empirical sequence alignment, gloss-validated
MT	Zech.2.5	Zech.2.1	empirical sequence alignment, gloss-validated
MT	Zech.2.6	Zech.2.2	empirical sequence alignment, gloss-validated
MT	Zech.2.7	Zech.2.3	empirical sequence alignment, gloss-validated
MT	Zech.2.8	Zech.2.4	empirical sequence alignment, gloss-validated
MT	Zech.2.9	Zech.2.5	empirical sequence alignment, gloss-validated
